heterozygous essentials b isolates			release 1										
Synced to SGD on Sat Jul  8 00:51:41 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	record no.	strain	rg notes	db notes	
407	E	3	YKL210W	UBA1	E1 ubiquitin-activating protein UBA1	Ubiquitin activating enzyme (E1); involved in ubiquitin-mediated protein degradation and essential for viability; protein abundance increases in response to DNA replication stress	protein modification by small protein conjugation or removal	ligase activity	nucleus, cytoplasm	25060	chr11_3	-	-	
407	E	4	YKR002W	PAP1	polynucleotide adenylyltransferase PAP1	Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping	snoRNA processing, mRNA processing	transferase activity, nucleotidyltransferase activity	nucleus	25073	chr11_3	-	-	
407	E	5	YKR008W	RSC4	-	Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p, altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p	chromatin organization, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	histone binding, ATPase activity, hydrolase activity	nucleus	25079	chr11_3	-	-	
407	E	6	YKR022C	NTR2	-	Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly	RNA splicing, mRNA processing	molecular_function	nucleus, endomembrane system, endoplasmic reticulum, cytoplasm	25093	chr11_3	-	-	
407	E	7	YKR025W	RPC37	DNA-directed RNA polymerase III subunit C37|C37	RNA polymerase III subunit C37	transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus	25096	chr11_3	-	-	
407	E	8	YKR037C	SPC34	-	Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body	cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, chromosome segregation, regulation of cell cycle	cytoskeletal protein binding	nucleus, chromosome	25108	chr11_3	-	-	
407	E	9	YKR062W	TFA2	transcription factor TFIIE subunit TFA2	TFIIE small subunit; involved in RNA polymerase II transcription initiation	transcription from RNA polymerase II promoter	enzyme binding, DNA binding, transcription factor binding	nucleus	25133	chr11_3	-	-	
407	E	10	YKR063C	LAS1	rRNA-processing protein LAS1	Endonuclease involved in pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to modulate rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability	rRNA processing, ribosomal large subunit biogenesis	hydrolase activity, nuclease activity	nucleus, mitochondrion, nucleolus, cytoplasm	25134	chr11_3	-	-	
407	E	11	YKL209C	STE6	ATP-binding cassette a-factor transporter STE6	Plasma membrane ATP-binding cassette (ABC) transporter; required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells; human homolog ABCB1 mediates multidrug resistance in many chemotherapy-resistant tumors by effluxing toxic compounds from the cell	other	hydrolase activity, transmembrane transporter activity, ATPase activity	endomembrane system, vacuole, membrane, site of polarized growth, Golgi apparatus, cytoplasm, plasma membrane	25059	chr11_3	-	-	
407	E	12	YDR243C	PRP28	mRNA splicing protein PRP28	RNA binding protein; involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family	RNA splicing, mRNA processing	RNA binding, helicase activity, ATPase activity, hydrolase activity	nucleus	23602	chr4_6	-	-	
407	F	1	YDR246W	TRS23	TRAPP subunit TRS23	Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII); human homolog is TRAPPC4	Golgi vesicle transport	guanyl-nucleotide exchange factor activity	cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	23605	chr4_6	-	-	
407	F	2	YDR280W	RRP45	exosome non-catalytic core subunit RRP45	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9); protein abundance increases in response to DNA replication stress	RNA catabolic process, snoRNA processing, rRNA processing	molecular_function	nucleus, nucleolus, cytoplasm	23639	chr4_6	-	-	
407	F	3	YDR288W	NSE3	Smc5-Smc6 complex subunit NSE3	Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; protein abundance increases in response to DNA replication stress	DNA repair, cellular response to DNA damage stimulus	transferase activity, DNA binding	nucleus, chromosome, cytoplasm	23647	chr4_6	-	-	
407	F	4	YDR292C	SRP101	Signal recognition particle receptor subunit alpha	Signal recognition particle (SRP) receptor alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with the beta subunit, Srp102p	protein targeting	ion binding	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	23651	chr4_6	-	-	
407	F	5	YDR299W	BFR2	rRNA-processing protein BFR2	Component of the SSU and 90S preribosomes; involved in pre-18S rRNA processing; binds to U3 snoRNA and Mpp10p; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag phase and also by cold shock	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	23658	chr4_6	-	-	
407	F	6	YDR301W	CFT1	YHH1	RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF	mRNA processing, transcription from RNA polymerase II promoter, DNA-templated transcription, termination	RNA binding	nucleus, mitochondrion, cytoplasm	23660	chr4_6	-	-	
407	F	7	YDR302W	GPI11	mannose-ethanolamine phosphotransferase GPI11	ER membrane protein involved in a late step of GPI anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated glycosylphosphatidylinositol (GPI) intermediate; human PIG-Fp is a functional homolog	lipid metabolic process, protein lipidation	transferase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	23661	chr4_6	-	-	
407	F	8	YDR303C	RSC3	-	Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal protein genes and the cell wall/stress response; RSC3 has a paralog, RSC30, that arose from the whole genome duplication	chromatin organization, DNA replication, regulation of DNA metabolic process, transcription from RNA polymerase II promoter, regulation of cell cycle, DNA-templated transcription, elongation	hydrolase activity, DNA binding, ATPase activity	nucleus	23662	chr4_6	-	-	
407	F	9	YDR308C	SRB7	SSX1|MED21	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; target of the global repressor Tup1p	transcription from RNA polymerase II promoter	transcription factor activity, protein binding, transcription factor binding	nucleus	23667	chr4_6	-	-	
407	F	10	YDR311W	TFB1	TFIIH/NER complex subunit TFB1	Subunit of TFIIH and nucleotide excision repair factor 3 complexes; required for nucleotide excision repair, target for transcriptional activators; relocalizes to the cytosol in response to hypoxia	transcription from RNA polymerase I promoter, DNA repair, protein phosphorylation, cellular response to DNA damage stimulus, transcription from RNA polymerase II promoter	lipid binding, ion binding, transcription factor activity, protein binding	nucleus, cytoplasm	23670	chr4_6	-	-	
407	F	11	YDR324C	UTP4	-	Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome	transcription from RNA polymerase I promoter, rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	23683	chr4_6	-	-	
407	F	12	YDR325W	YCG1	condensin subunit YCG1|YCS5|TIE1	Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated, peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin	mitotic cell cycle, meiotic cell cycle, organelle fission, regulation of organelle organization, chromosome segregation, regulation of cell cycle	chromatin binding	nucleus, chromosome	23684	chr4_6	-	-	
407	G	1	YDR328C	SKP1	SCF ubiquitin ligase subunit SKP1|CBF3D|MGO1	Evolutionarily conserved kinetochore protein; part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds centromeric DNA, and the RAVE complex that regulates assembly of the V-ATPase; protein abundance increases in response to DNA replication stress	mitotic cell cycle, cytoplasmic translation, regulation of translation, organelle fission, cytoskeleton organization, proteolysis involved in cellular protein catabolic process, organelle assembly, regulation of organelle organization, protein complex biogenesis, cellular ion homeostasis, protein modification by small protein conjugation or removal, regulation of cell cycle	transferase activity, DNA binding	nucleus, chromosome, cytoplasm	23687	chr4_6	-	-	
407	G	2	YDR331W	GPI8	GPI-anchor transamidase	ER membrane glycoprotein subunit of the GPI transamidase complex; adds glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; human PIG-K protein is a functional homolog	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	23690	chr4_6	-	-	
407	G	3	YIL004C	BET1	SLY12	Type II membrane protein required for vesicular transport; required for vesicular transport between the endoplasmic reticulum and Golgi complex; v-SNARE with similarity to synaptobrevins	organelle fusion, vesicle organization, Golgi vesicle transport, membrane fusion	other	cytoplasmic vesicle, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	21396	chr9_1	-	-	
407	G	4	YIL021W	RPB3	DNA-directed RNA polymerase II core subunit RPB3|B44	RNA polymerase II third largest subunit B44; part of central core; similar to prokaryotic alpha subunit	transcription from RNA polymerase II promoter, DNA-templated transcription, termination	transferase activity, nucleotidyltransferase activity	nucleus	21414	chr9_1	-	-	
407	G	5	YIL022W	TIM44	protein translocase subunit TIM44|MPI1|MIM44|ISP45	Essential component of the TIM23 complex; tethers the import motor and regulatory factors (PAM complex) to the translocation channel (Tim23p-Tim17p core complex); TIM23 complex is short for the translocase of the inner mitochondrial membrane	protein targeting, mitochondrion organization, transmembrane transport	protein binding, bridging	membrane, mitochondrial envelope, mitochondrion, cytoplasm	21415	chr9_1	-	-	
407	G	6	YIL026C	IRR1	SCC3	Subunit of the cohesin complex; which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms; relocalizes to the cytosol in response to hypoxia; essential for viability	mitotic cell cycle, organelle fission, chromosome segregation	chromatin binding	nucleus, chromosome, cytoplasm	21419	chr9_1	-	-	
407	G	7	YIL046W	MET30	ubiquitin-binding SDF ubiquitin ligase complex subunit MET30|ZRG11	F-box protein containing five copies of the WD40 motif; controls cell cycle function, sulfur metabolism, and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p, localizes within the nucleus; dissociation of Met30p from SCF complex in response to cadmium stress is regulated by Cdc48p	mitotic cell cycle, response to chemical, DNA replication, proteolysis involved in cellular protein catabolic process, protein modification by small protein conjugation or removal, regulation of DNA metabolic process	ubiquitin-like protein binding	nucleus	21439	chr9_1	-	-	
407	G	8	YIL048W	NEO1	putative aminophospholipid-translocating P4-type ATPase NEO1	Phospholipid translocase (flippase), role in phospholipid asymmetry of plasma membrane; involved in endocytosis, vacuolar biogenesis and Golgi to ER vesicle-mediated transport; localizes to endosomes and the Golgi apparatus	vacuole organization, ion transport, Golgi vesicle transport, lipid transport, endocytosis	hydrolase activity, transmembrane transporter activity, ATPase activity	cytoplasmic vesicle, endomembrane system, membrane, Golgi apparatus, cytoplasm	21441	chr9_1	-	-	
407	G	9	YIL063C	YRB2	-	Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability	chromatin organization, ribosomal subunit export from nucleus, nuclear transport	molecular_function	nucleus, endomembrane system, membrane, cytoplasm	21456	chr9_1	-	-	
407	G	10	YIL068C	SEC6	SNARE-binding exocyst subunit SEC6	Essential 88kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; anchors the assembled complex to sites of secretion; interacts with SM-like protein and SNARE regulator Sec1p and may recruit it to sites of secretion; binds to SNARE complexes binteracting with Sec9p	regulation of organelle organization, regulation of transport, organelle fusion, vesicle organization, protein complex biogenesis, Golgi vesicle transport, membrane fusion, exocytosis	other	cell cortex, cellular bud, membrane, site of polarized growth, cytoplasm	21461	chr9_1	-	-	
407	G	11	YIL078W	THS1	threonine--tRNA ligase THS1	Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity	mitochondrion, cytoplasm	21471	chr9_1	-	-	
407	G	12	YFL008W	SMC1	cohesin subunit SMC1|CHL10	Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure	mitotic cell cycle, DNA repair, organelle fission, cellular response to DNA damage stimulus, chromosome segregation	hydrolase activity, DNA binding, ATPase activity	nucleus, chromosome	25624	chr6_1	-	-	
407	H	1	YFL009W	CDC4	SCF ubiquitin ligase complex subunit CDC4	F-box protein required for both the G1/S and G2/M phase transitions; modular substrate specificity factor which associates with core SCF (Cdc53p, Skp1p and Hrt1p/Rbx1p) to form the SCFCdc4 complex; SCFCdc4 acts as a ubiquitin-protein ligase directing ubiquitination of cyclin-dependent kinase (CDK) phosphorylated substrates, such as: Sic1p, Far1p, Cdc6p, Clb6p, and Cln3p	mitotic cell cycle, meiotic cell cycle, organelle fission, proteolysis involved in cellular protein catabolic process, protein modification by small protein conjugation or removal	transferase activity, ubiquitin-like protein binding, ion binding	nucleus	25625	chr6_1	-	-	
407	H	2	YFL017C	GNA1	glucosamine 6-phosphate N-acetyltransferase|PAT1	Glucosamine-6-phosphate acetyltransferase; evolutionarily conserved; required for multiple cell cycle events including passage through START, DNA synthesis, and mitosis; involved in UDP-N-acetylglucosamine synthesis, forms GlcNAc6P from AcCoA	other	transferase activity	nucleus, cytoplasm	25635	chr6_1	-	-	
407	H	3	YFL018W-A	nucleus, cytoplasm	nucleus, cytoplasm	nucleus, cytoplasm	-	-	-	25637	chr6_1	-	-	
407	H	4	YFL022C	FRS2	phenylalanine--tRNA ligase subunit alpha	Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity, hydrolase activity	cytoplasm	25641	chr6_1	-	-	
407	H	6	YFL024C	EPL1	-	Subunit of NuA4, an essential histone H4/H2A acetyltransferase complex; conserved region at N-terminus is essential for interaction with the NPC (nucleosome core particle); required for autophagy; homologous to Drosophila Enhancer of Polycomb; coding sequence contains length polymorphisms in different strains	peptidyl-amino acid modification, DNA repair, protein acylation, chromatin organization, cellular response to DNA damage stimulus, histone modification, transcription from RNA polymerase II promoter	transferase activity	nucleus	25643	chr6_1	-	-	
407	H	7	YFL035C	nucleus	nucleus	nucleus	-	-	-	25654	chr6_1	-	-	
407	H	8	YFL035C-A	-	-	-	-	-	-	25655	chr6_1	-	-	
407	H	9	YFL037W	TUB2	beta-tubulin|SHE8|ARM10	Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria	mitotic cell cycle, meiotic cell cycle, organelle fission, chromosome segregation	molecular_function	nucleus, cytoskeleton, microtubule organizing center, cytoplasm	25658	chr6_1	-	-	
407	H	10	YFL038C	YPT1	Rab family GTPase YPT1|YP2	Rab family GTPase; involved in the ER-to-Golgi step of the secretory pathway; complex formation with the Rab escort protein Mrs6p is required for prenylation of Ypt1p by type II protein geranylgeranyltransferase (Bet2p-Bet4p); binds to unspliced HAC1 mRNA; regulates the unfolded protein response (UPR) by promoting the decay of HAC1 RNA; localizes to the early Golgi, the transitional Golgi and ER membranes, pre-autophagosomal structures, and cytoplasmic vesicles	response to chemical, Golgi vesicle transport, protein targeting, vesicle organization, protein complex biogenesis, RNA catabolic process, endosomal transport, signaling	GTPase activity, hydrolase activity	mitochondrion, Golgi apparatus, cytoplasmic vesicle, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	25659	chr6_1	-	-	
407	H	11	YFL045C	SEC53	phosphomannomutase SEC53|ALG4	Phosphomannomutase; involved in synthesis of GDP-mannose and dolichol-phosphate-mannose; required for folding and glycosylation of secretory proteins in the ER lumen	protein targeting	isomerase activity	cytoplasm	25666	chr6_1	-	-	
407	H	12	YFR003C	YPI1	type 1 protein phosphatase-activating protein YPI1	Regulatory subunit of the type I protein phosphatase (PP1) Glc7p; Glc7p participates in the regulation of a variety of metabolic processes including mitosis and glycogen metabolism; in vitro evidence suggests Ypi1p is an inhibitor of Glc7p while in vivo evidence suggests it is an activator; overproduction causes decreased cellular content of glycogen; partial depletion causes lithium sensitivity, while overproduction confers lithium-tolerance	mitotic cell cycle, carbohydrate metabolic process, organelle fission, protein dephosphorylation, regulation of organelle organization, generation of precursor metabolites and energy, chromosome segregation, regulation of protein modification process, cellular ion homeostasis, regulation of cell cycle	enzyme regulator activity	nucleus	25682	chr6_1	-	-	
408	A	1	YFR004W	RPN11	proteasome regulatory particle lid subunit RPN11|MPR1	Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress	organelle fission, mitochondrion organization, proteolysis involved in cellular protein catabolic process, peroxisome organization, protein complex biogenesis, protein modification by small protein conjugation or removal	peptidase activity, hydrolase activity	nucleus, mitochondrion, cytoplasm	25683	chr6_1	-	-	
408	A	2	YFR027W	ECO1	CTF7	Acetyltransferase; required for establishment of sister chromatid cohesion; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by three kinases (Cdc28p, Cdc7p, Mck1p) to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; mutations in human homolog ESCO2 cause Roberts syndrome; relative distribution to nucleus increases upon DNA replication stress	peptidyl-amino acid modification, mitotic cell cycle, protein acylation, organelle fission, DNA replication, DNA repair, telomere organization, regulation of organelle organization, cellular response to DNA damage stimulus, chromosome segregation, regulation of DNA metabolic process, regulation of cell cycle	chromatin binding, transferase activity	nucleus, chromosome, cytoplasm	25707	chr6_1	-	-	
408	A	3	YGR253C	PUP2	proteasome core particle subunit alpha 5|DOA5	Alpha 5 subunit of the 20S proteasome; involved in ubiquitin-dependent catabolism; human homolog is subunit zeta	proteolysis involved in cellular protein catabolic process	molecular_function	nucleus, membrane, endomembrane system, cytoplasm	25906	Chr00_3		lys- did not mate	
408	A	4	YGR264C	MES1	methionine--tRNA ligase MES1|MetRS|MESI	Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs; mutations in human ortholog MARS are associated with pediatric pulmonary alveolar proteinosis	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity	cytoplasm	25916	Chr00_3	-	-	
408	A	5	YGR265W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase	biological_process	molecular_function	cellular_component	25917	Chr00_3	-	-	
408	A	6	YGR267C	FOL2	GTP cyclohydrolase I	GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis; human homolog GCH1 is implicated in dopa-responsive dystonia (DRD), and can complement yeast null mutant	cofactor metabolic process	hydrolase activity	nucleus, cytoplasm	25919	Chr00_3	-	-	
408	A	7	YGR274C	TAF1	KAT4|TafII145|TafII130|TAF145|TAF130	TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	chromatin binding, nucleic acid binding transcription factor activity, transferase activity, structural molecule activity, transcription factor binding	nucleus, cytoplasm	25926	Chr00_3	-	-	
408	A	9	YGR277C	CAB4	putative pantetheine-phosphate adenylyltransferase	Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable pantetheine-phosphate adenylyltransferase (PPAT); PPAT catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate; null mutant lethality is complemented by E. coli coaD (encoding PPAT) and by human COASY	cofactor metabolic process, nucleobase-containing small molecule metabolic process	transferase activity, nucleotidyltransferase activity	nucleus, cytoplasm	25929	Chr00_3	-	-	
408	A	10	YGR278W	CWC22	U2-type spliceosomal complex subunit CWC22	Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein	RNA splicing, mRNA processing	molecular_function	nucleus	25930	Chr00_3	-	-	
408	A	11	YGR280C	PXR1	telomerase inhibitor|PinX1|GNO1	Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain	telomere organization, snoRNA processing, regulation of organelle organization, regulation of DNA metabolic process	enzyme regulator activity	nucleus, nucleolus	25932	Chr00_3	-	-	
408	A	12	YHR005C-A	TIM10	protein transporter TIM10|MRS11	Essential protein of the mitochondrial intermembrane space; forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane	protein targeting, mitochondrion organization, transmembrane transport	protein transporter activity, unfolded protein binding	mitochondrion, membrane, mitochondrial envelope, cytoplasm	25946	Chr00_3	-	-	
408	B	1	YIR022W	SEC11	signal peptidase complex catalytic subunit SEC11	18kDa catalytic subunit of the Signal Peptidase Complex (SPC); the Signal Peptidase Complex cleaves the signal sequence of proteins targeted to the endoplasmic reticulum; other members are Spc1p, Spc2p, Spc3p, and Sec11p	protein targeting, protein maturation	peptidase activity, hydrolase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	25957	Chr00_3	-	-	
408	B	2	YKR068C	BET3	TRAPP complex core subunit BET3	Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factors for the GTPase Ypt1, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII); hydrophilic homodimeric protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles	Golgi vesicle transport	guanyl-nucleotide exchange factor activity	membrane, cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	25984	Chr00_3	-	-	
408	B	3	YKR071C	DRE2	electron carrier DRE2	Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1	response to chemical, cofactor metabolic process, response to oxidative stress	other	mitochondrial envelope, mitochondrion, cytoplasm	25987	Chr00_3	-	-	
408	B	4	YKR079C	TRZ1	tRNase Z	tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2	tRNA processing, mitochondrion organization	nuclease activity, hydrolase activity	nucleus, mitochondrion, cytoplasm	25995	Chr00_3	-	-	
408	B	5	YKR081C	RPF2	rRNA-binding ribosome biosynthesis protein RPF2	Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles	ribosome assembly, rRNA processing, organelle assembly, ribosomal large subunit biogenesis	RNA binding, rRNA binding	nucleus, nucleolus	25997	Chr00_3	-	-	
408	B	6	YKR083C	DAD2	HSK1	Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	cytoskeleton organization, regulation of organelle organization, protein complex biogenesis, chromosome segregation, regulation of cell cycle	cytoskeletal protein binding	nucleus, chromosome	25999	Chr00_3	-	-	
408	B	7	YMR059W	SEN15	-	Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface	RNA splicing, tRNA processing	nuclease activity, hydrolase activity	nucleus	26193	chr00_6	-	-	
408	B	8	YMR061W	RNA14	cleavage polyadenylation factor subunit RNA14	Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia	mRNA processing	RNA binding	nucleus, mitochondrion, cytoplasm	26194	chr00_6	-	-	
408	B	9	YMR076C	PDS5	-	Cohesion maintenance factor; involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes; performs its cohesin maintenance function in pre-anaphase cells by protecting the integrity of the cohesion complex; also required during meiosis; relocalizes to the cytosol in response to hypoxia	mitotic cell cycle, meiotic cell cycle, DNA repair, organelle fission, cellular response to DNA damage stimulus, chromosome segregation	structural molecule activity	nucleus, chromosome, cytoplasm	26210	chr00_6	-	-	
408	B	10	YMR079W	SEC14	phosphatidylinositol/phosphatidylcholine transfer protein SEC14|PIT1	Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns, PtdCho, and ceramide metabolism, products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog, YKL091C, that arose from the whole genome duplication	meiotic cell cycle, sporulation, ion transport, vesicle organization, Golgi vesicle transport, lipid transport, lipid metabolic process	other	endomembrane system, membrane, Golgi apparatus, cytoplasm	26213	chr00_6	-	-	
408	B	11	YMR093W	UTP15	snoRNA-binding rRNA-processing protein UTP15	Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA	transcription from RNA polymerase I promoter, rRNA processing, ribosomal small subunit biogenesis	RNA binding	nucleus, nucleolus, chromosome	26228	chr00_6	-	-	
