mat a
all strains contain gfp tagged protein with his3 marker													
Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	abundance	original localization	comments	typical to this lib	
16	A	7	YBR283C	SSH1	-	Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential	protein targeting	protein transporter activity, transmembrane transporter activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	704	ER	-	-	
16	A	8	YML048W	GSF2	ECM6	Endoplasmic reticulum (ER) localized integral membrane protein; may promote secretion of certain hexose transporters, including Gal2p; involved in glucose-dependent repression	protein folding	unfolded protein binding	membrane, endomembrane system, mitochondrial envelope, mitochondrion, endoplasmic reticulum, cytoplasm	21400	ER	-	-	
16	A	9	YPL175W	SPT14	phosphatidylinositol N-acetylglucosaminyltransferase SPT14|GPI3|CWH6	UDP-glycosyltransferase subunit of the GPI-GnT complex; UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins	lipid metabolic process, protein lipidation	transferase activity, transferring glycosyl groups, transferase activity	endomembrane system, endoplasmic reticulum, cytoplasm	1480	ambiguous	-	-	
16	A	10	YOL018C	TLG2	-	Syntaxin-like t-SNARE; forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; required along with VPS45 for an early step of the constitutive CVT pathway; interactions with Vps45 prevents Tlg2p degradation, and facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16)	protein targeting, organelle fusion, vesicle organization, membrane fusion, Golgi vesicle transport, lipid metabolic process, endocytosis	other	cytoplasmic vesicle, endomembrane system, membrane, Golgi apparatus, cytoplasm	-	-	-	-	
16	A	11	YPL259C	APM1	YAP54	Mu1-like medium subunit of the AP-1 complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; the AP-1 complex is the clathrin-associated protein complex	Golgi vesicle transport	other	membrane, cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	4420	late Golgi	-	-	
16	A	12	YOR099W	KTR1	alpha-1,2-mannosyltransferase KTR1	Alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; type II membrane protein; member of the KRE2/MNT1 mannosyltransferase family; relocalizes from vacuole to cytoplasm upon DNA replication stress	protein glycosylation	transferase activity, transferring glycosyl groups, transferase activity	endomembrane system, vacuole, membrane, Golgi apparatus, cytoplasm	5480	vacuole	-	-	
16	A	13	YKL178C	STE3	DAF2	Receptor for a factor pheromone; couples to MAP kinase cascade to mediate pheromone response; transcribed in alpha cells and required for mating by alpha cells, ligand bound receptors endocytosed and recycled to the plasma membrane; GPCR	response to chemical, conjugation, signaling	signal transducer activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm, plasma membrane	-	-	-	-	
16	A	14	YDR498C	SEC20	-	Membrane glycoprotein v-SNARE; involved in retrograde transport from the Golgi to the endoplasmic reticulum (ER); required for N- and O-glycosylation in the Golgi but not in the ER and for efficient nuclear fusion during mating; mediates Sey1p-independent homotypic ER fusion; interacts with the Dsl1p complex through Tip20p	organelle fusion, vesicle organization, Golgi vesicle transport, membrane fusion	other	peroxisome, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	4910	ER	-	-	
16	A	15	YNL237W	YTP1	-	Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins	biological_process	molecular_function	membrane	-	-	-	-	
16	A	16	YPR079W	MRL1	-	Membrane protein; has similarity to mammalian mannose-6-phosphate receptors; possibly functions as a sorting receptor in the delivery of vacuolar hydrolases; protein abundance increases in response to DNA replication stress	other	other	cytoplasmic vesicle, endomembrane system, cytoplasm	technical problem	endosome	-	-	
16	A	17	YJR117W	STE24	zinc metalloprotease|PIO2|AFC1	Highly conserved zinc metalloprotease; functions in two steps of a-factor maturation, C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves both isoprenylated and non-prenylated oligopeptides; contains multiple transmembrane spans; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD), and can complement yeast null mutant	protein maturation, conjugation	peptidase activity, hydrolase activity	nucleus, endomembrane system, mitochondrion, membrane, mitochondrial envelope, endoplasmic reticulum, cytoplasm	19600	ER	-	-	
16	A	18	YBR192W	RIM2	PYT1	Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family	mitochondrion organization, transmembrane transport, ion transport, nucleobase-containing compound transport	transmembrane transporter activity	mitochondrion, membrane, cytoplasm	-	-	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
16	A	19	YJR124C	-	-	Putative protein of unknown function; expression induced under calcium shortage	biological_process	molecular_function	membrane, vacuole, cytoplasm	-	-	-	-	
16	A	20	YMR166C	MME1	-	Transporter of the mitochondrial inner membrane that exports magnesium; involved in mitochondrial Mg2+ homeostasis; has similarity to human mitochondrial ATP-Mg/Pi carriers	transmembrane transport, ion transport	transmembrane transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	2060	mitochondrion	-	-	
16	A	21	YDR329C	PEX3	PAS3	Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p	protein targeting, transmembrane transport, peroxisome organization, organelle inheritance	protein binding, bridging	peroxisome, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	1400	peroxisome	-	-	
16	A	22	YHR101C	BIG1	-	Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan	cell wall organization or biogenesis	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	3460	ER	-	-	
16	A	23	YDR192C	NUP42	FG-nucleoporin NUP42|UIP1|RIP1	FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p	response to heat, protein targeting, nucleobase-containing compound transport, nuclear transport, response to osmotic stress	structural molecule activity	nucleus, membrane, endomembrane system	-	-	-	-	
16	A	24	YMR079W	SEC14	phosphatidylinositol/phosphatidylcholine transfer protein SEC14|PIT1	Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns, PtdCho, and ceramide metabolism, products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog, YKL091C, that arose from the whole genome duplication	meiotic cell cycle, sporulation, ion transport, vesicle organization, Golgi vesicle transport, lipid transport, lipid metabolic process	other	endomembrane system, membrane, Golgi apparatus, cytoplasm	84300	"cytoplasm,nucleus"	-	-	
16	B	1	YBR159W	IFA38	ketoreductase	Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis, accumulate high levels of dihydrosphingosine, phytosphingosine and medium-chain ceramides	lipid metabolic process, monocarboxylic acid metabolic process	oxidoreductase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	41900	ER	-	-	
16	B	2	YAR031W	PRM9	pheromone-regulated DUP240 family protein PRM9	Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication	biological_process	molecular_function	membrane, endomembrane system, endoplasmic reticulum, plasma membrane, cytoplasm	-	-	-	-	
16	B	3	YOL107W	-	-	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and colocalizes in a punctate pattern with the early golgi/COPI vesicles; YOL107W is not an essential protein	biological_process	molecular_function	cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	1630	"Golgi,early Golgi"	-	-	
16	B	4	YOR130C	ORT1	ARG11	Ornithine transporter of the mitochondrial inner membrane; exports ornithine from mitochondria as part of arginine biosynthesis; functionally complemented by human ortholog, SLC25A15, which is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome, but HHH-associated variants fail to complement	ion transport, cellular amino acid metabolic process, amino acid transport	transmembrane transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	432	mitochondrion	-	-	
16	B	5	YNL326C	PFA3	palmitoyltransferase PFA3	Palmitoyltransferase for Vac8p; required for vacuolar membrane fusion; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; autoacylates; required for vacuolar integrity under stress conditions	vacuole organization, protein acylation, organelle fusion, membrane fusion, protein lipidation	transferase activity	vacuole, membrane, cytoplasm	2130	vacuole	-	-	
16	B	6	YBR002C	RER2	ditrans,polycis-polyprenyl diphosphate synthase	Forms the dehydrodolichyl diphosphate syntase (DDS) complex with NUS1; major enzyme of polyprenol synthesis in both the endoplasmic reticulum (ER) and in lipid droplets; participates in ER protein sorting; human ortholog DHDDS functionally complements the heat sensitive growth defect of a ts allele, and is associated with retinitis pigmentosa	protein glycosylation, Golgi vesicle transport, lipid metabolic process	transferase activity	endomembrane system, endoplasmic reticulum, cytoplasm	8970	ER	-	-	
16	B	7	YBR104W	YMC2	organic acid transporter	Putative mitochondrial inner membrane transporter; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; YMC2 has a paralog, YMC1, that arose from the whole genome duplication	transmembrane transport	transmembrane transporter activity	membrane, mitochondrion, cytoplasm	1050	mitochondrion	-	-	
16	B	8	YNL055C	POR1	porin POR1|VDAC|YVDAC1|OMP2	Mitochondrial porin (voltage-dependent anion channel); outer membrane protein required for maintenance of mitochondrial osmotic stability and mitochondrial membrane permeability; couples the glutathione pools of the intermembrane space (IMS) and the cytosol; interacts with Om45 and Om14 in the outer membrane; phosphorylated; protein abundance increases in response to DNA replication stress	mitochondrion organization, ion transport, nucleobase-containing compound transport	transmembrane transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	technical problem	"cytoplasm,mitochondrion"	-	-	
16	B	9	YAL018C	LDS1	-	Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants	meiotic cell cycle, sporulation, cell wall organization or biogenesis	molecular_function	cell wall, membrane	-	-	-	-	
16	B	10	YLL023C	POM33	nucleoporin POM33	Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress	protein complex biogenesis, nucleus organization	structural molecule activity	nucleus, endomembrane system, ribosome, membrane, endoplasmic reticulum, cytoplasm	1680	ER	-	-	
16	B	11	YHR195W	NVJ1	VAB36	Nuclear envelope protein; anchored to the nuclear inner membrane, that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)	other	other	nucleus, endomembrane system	1900	"nucleus,spindle pole"	-	-	
16	B	12	YLR078C	BOS1	SEC32	v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating	organelle fusion, vesicle organization, Golgi vesicle transport, membrane fusion	other	cytoplasmic vesicle, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	-	-	-	-	
16	B	13	YBR183W	YPC1	phytoceramidase	Alkaline ceramidase; also has reverse (CoA-independent) ceramide synthase activity; catalyzes both breakdown and synthesis of phytoceramide; overexpression confers fumonisin B1 resistance; YPC1 has a paralog, YDC1, that arose from the whole genome duplication	lipid metabolic process	transferase activity, hydrolase activity, hydrolase activity, acting on glycosyl bonds	cell cortex, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	-	-	-	-	
16	B	14	YHL026C	-	-	Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery, while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)	biological_process	molecular_function	other	830	ambiguous	-	-	
16	B	15	YGR096W	TPC1	thiamine transporter TPC1	Mitochondrial membrane transporter; mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family	ion transport	transmembrane transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	not visualized	mitochondrion	-	-	
16	B	16	YEL051W	VMA8	H(+)-transporting V1 sector ATPase subunit D	Subunit D of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; plays a role in the coupling of proton transport and ATP hydrolysis; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits	cellular ion homeostasis	ATPase activity, hydrolase activity, transmembrane transporter activity	membrane, vacuole, cytoplasm	8500	vacuolar membrane	-	-	
16	B	17	YIL134W	FLX1	flavin adenine dinucleotide transporter FLX1	Mitochondrial flavin adenine dinucleotide transporter; FAD is a synthesis product of riboflavin; human homolog SLC25A32 is implicated in multiple acyl-CoA dehydrogenase deficiency (MADD) or glutaric aciduria type II (GAII), and can complement yeast null mutant	ion transport, nucleobase-containing compound transport	transmembrane transporter activity	membrane, mitochondrion, cytoplasm	-	-	-	-	
16	B	18	YML064C	TEM1	Ras family GTPase TEM1	GTP-binding protein of the Ras superfamily; involved in termination of M-phase; controls actomyosin and septin dynamics during cytokinesis	mitotic cell cycle, organelle fission, cytoskeleton organization, regulation of organelle organization, chromosome segregation, regulation of cell cycle	GTPase activity, hydrolase activity	cytoskeleton, microtubule organizing center, cytoplasm	573	"punctate composite,spindle pole"	-	-	
16	B	19	YMR056C	AAC1	ADP/ATP carrier protein AAC1	Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator; relocalizes from mitochondrion to cytoplasm upon DNA replication stress	cofactor metabolic process, generation of precursor metabolites and energy, cellular respiration	transmembrane transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	not visualized	mitochondrion	-	-	
16	B	20	YBR070C	ALG14	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14	Component of UDP-GlcNAc transferase; required for second step of dolichyl-linked oligosaccharide synthesis; anchors catalytic subunit Alg13p to ER membrane; similar to bacterial and human glycosyltransferases; both human homologs ALG13 and ALG14 are required to complement yeast alg14 mutant	lipid metabolic process	transferase activity, transferring glycosyl groups, transferase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	339	ambiguous	-	-	
16	B	21	YPR058W	YMC1	organic acid transporter	Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog, YMC2, that arose from the whole genome duplication	ion transport, amino acid transport	transmembrane transporter activity	membrane, vacuole, mitochondrion, cytoplasm	-	-	-	-	
16	B	22	YJL192C	SOP4	EMC7	ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7, deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER	Golgi vesicle transport	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	11700	ER	-	-	
16	B	23	YBR024W	SCO2	putative thioredoxin peroxidase SCO2	Protein anchored to mitochondrial inner membrane; may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p; SCO2 has a paralog, SCO1, that arose from the whole genome duplication	ion transport	oxidoreductase activity	mitochondrial envelope, mitochondrion, cytoplasm	-	-	-	-	
16	B	24	YDL018C	ERP3	-	Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport	other	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	3190	ER	-	-	
16	C	1	YBL089W	AVT5	amino acid transporter	Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; AVT5 has a paralog, AVT6, that arose from the whole genome duplication	other	other	membrane	-	-	-	-	
16	C	2	YOR212W	STE4	G protein subunit beta|HMD2	G protein beta subunit; forms a dimer with Ste18p to activate mating signaling pathway, forms heterotrimer with Gpa1p and Ste18p to dampen signaling; pheromone-induced phosphorylation plays critical role in chemotropism; may recruit Rho1p to polarized growth site during mating; contains WD40 repeats	response to chemical, invasive growth in response to glucose limitation, transposition, conjugation, signaling	signal transducer activity	membrane, plasma membrane	2050	cytoplasm	-	-	
16	C	3	YOL119C	MCH4	-	Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport	other	other	membrane, vacuole, cytoplasm	-	-	-	-	
16	C	4	YAL042W	ERV46	FUN9	Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport	Golgi vesicle transport	molecular_function	membrane, cytoplasmic vesicle, endomembrane system, endoplasmic reticulum, cytoplasm, Golgi apparatus	-	-	-	-	
16	C	5	YNL083W	SAL1	Ca(2+)-binding ATP:ADP antiporter SAL1	ADP/ATP transporter; member of the Ca2+-binding subfamily of mitochondrial carriers, with two EF-hand motifs; transport activity of either Sal1p or Pet9p is critical for viability; polymorphic in different S. cerevisiae strains	ion transport, nucleobase-containing compound transport	transmembrane transporter activity, ion binding	mitochondrion, membrane, mitochondrial envelope, cytoplasm	1170	mitochondrion	-	-	
16	C	6	YJL059W	YHC3	amino acid transporter YHC3|BTN1	Protein required for the ATP-dependent transport of arginine; vacuolar membrane protein; involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; human homolog CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis) can complement yeast null mutant	cellular ion homeostasis, ion transport, amino acid transport	molecular_function	membrane, vacuole, cytoplasm	-	-	-	-	
16	C	7	YIL088C	AVT7	-	Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters	ion transport, amino acid transport	transmembrane transporter activity	membrane, vacuole, plasma membrane, cytoplasm	195	ER	-	-	
16	C	8	YER154W	OXA1	membrane insertase OXA1|PET1402	Mitochondrial inner membrane insertase; mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane; also has a role in insertion of carrier proteins into the inner membrane; acts as a voltage-gated ion channel, activated by substrate peptides; interacts with mitochondrial ribosomes; conserved from bacteria to animals	protein targeting, mitochondrion organization, transmembrane transport, protein complex biogenesis	protein transporter activity, transmembrane transporter activity	ribosome, mitochondrion, membrane, mitochondrial envelope, cytoplasm	6550	mitochondrion	-	-	
16	C	9	YEL064C	AVT2	-	Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters	biological_process	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	-	-	-	-	
16	C	10	YJL171C	TOH1	-	GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress	biological_process	molecular_function	cell wall, membrane, endomembrane system, mitochondrion, endoplasmic reticulum, plasma membrane, cytoplasm	5530	ER	mislocalized because of C-terminal GFP tag = cell wall protein	-	
16	C	11	YBR293W	VBA2	-	Permease of basic amino acids in the vacuolar membrane	transmembrane transport, ion transport, amino acid transport	transmembrane transporter activity	endomembrane system, vacuole, membrane, endoplasmic reticulum, cytoplasm	-	-	-	-	
16	C	12	YOR176W	HEM15	ferrochelatase HEM15	Ferrochelatase; a mitochondrial inner membrane protein, catalyzes insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway; human homolog FECH can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid	cofactor metabolic process	lyase activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	22700	mitochondrion	-	-	
16	C	13	YOR334W	MRS2	-	Mitochondrial inner membrane Mg(2+) channel; required for maintenance of intramitochondrial Mg(2+) concentrations at the correct level to support splicing of group II introns; similar to bacterial CorA	ion transport	transmembrane transporter activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	768	mitochondrion	-	-	
16	C	14	YJL108C	PRM10	pheromone-regulated protein PRM10	Pheromone-regulated protein; proposed to be involved in mating; predicted to have 5 transmembrane segments; induced by treatment with 8-methoxypsoralen and UVA irradiation	biological_process	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	-	-	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
16	C	15	YCL069W	VBA3	basic amino acid transporter	Permease of basic amino acids in the vacuolar membrane; VBA3 has a paralog, VBA5, that arose from a segmental duplication	transmembrane transport, ion transport, amino acid transport	transmembrane transporter activity	endomembrane system, vacuole, membrane, endoplasmic reticulum, cytoplasm	-	-	-	-	
16	C	16	YPL203W	TPK2	cAMP-dependent protein kinase catalytic subunit TPK2|PKA3|YKR1|PKA2	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia	protein phosphorylation, invasive growth in response to glucose limitation, signaling	kinase activity, transferase activity	nucleus, chromosome, cytoplasm	2220	nucleus	-	-	
16	C	17	YOR307C	SLY41	-	Protein involved in ER-to-Golgi transport	Golgi vesicle transport	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	784	ER	-	-	
16	C	18	YGL255W	ZRT1	high-affinity Zn(2+) transporter ZRT1	High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor	transmembrane transport, ion transport	transmembrane transporter activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm, plasma membrane	technical problem	ER	-	-	
16	C	19	YLR443W	ECM7	ZRG15	Putative integral membrane protein with a role in calcium uptake; non-essential protein; mutant has cell wall defects and Ca+ uptake deficiencies; transcription is induced under conditions of zinc deficiency	ion transport	molecular_function	membrane, vacuole, cytoplasm	-	-	-	-	
16	C	20	YPR191W	QCR2	ubiquinol--cytochrome-c reductase subunit 2|UCR2|COR2	Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme	generation of precursor metabolites and energy, cellular respiration, nucleobase-containing small molecule metabolic process	transmembrane transporter activity, oxidoreductase activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	35700	mitochondrion	-	-	
16	C	21	YLR360W	VPS38	VPL17	Part of a Vps34p phosphatidylinositol 3-kinase complex; functions in carboxypeptidase Y (CPY) sorting; binds Vps30p and Vps34p to promote production of phosphatidylinositol 3-phosphate (PtdIns3P) which stimulates kinase activity; required for overflow degradation of misfolded proteins when ERAD is saturated	endosomal transport	molecular_function	membrane, vacuole, cytoplasm	1070	endosome	-	-	
16	C	22	YBR105C	VID24	glucose-induced degradation complex subunit VID24|GID4	GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles	carbohydrate metabolic process, protein targeting, proteolysis involved in cellular protein catabolic process	molecular_function	membrane, cytoplasmic vesicle, cytoplasm	6650	"cytoplasm,nucleus"	-	-	
16	C	23	YEL002C	WBP1	dolichyl-diphosphooligosaccharide-protein glycotransferase	Beta subunit of the oligosaccharyl transferase glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum; human homolog DDOST can complement yeast growth defect during down-regulation of yeast gene	protein glycosylation	molecular_function	nucleus, membrane, endomembrane system, endoplasmic reticulum, cytoplasm	14900	ER	-	-	
16	C	24	YKL051W	SFK1	-	Plasma membrane protein that may act to generate normal levels of PI4P; may act together with or upstream of Stt4p; at least partially mediates proper localization of Stt4p to the plasma membrane	vacuole organization, cytoskeleton organization, signaling	molecular_function	membrane, plasma membrane	technical problem	cell periphery	-	-	
16	D	1	YCR034W	ELO2	fatty acid elongase ELO2|FEN1|VBM2|GNS1	Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway; ELO2 has a paralog, ELO1, that arose from the whole genome duplication; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7	monocarboxylic acid metabolic process, lipid metabolic process, endosomal transport	transferase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	3510	ER	-	-	
16	D	2	YBR040W	FIG1	-	Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating	response to chemical, cell morphogenesis, conjugation	molecular_function	vacuole, cell wall, membrane, site of polarized growth, cytoplasm	-	-	-	-	
16	D	3	YGL153W	PEX14	-	Central component of the peroxisomal importomer complex; peroxisomal protein import machinery docking complex component; interacts with both PTS1 (Pex5p) and PTS2 (Pex7p) peroxisomal matrix protein signal recognition factors and membrane receptor Pex13p	protein targeting, transmembrane transport, peroxisome organization	protein binding, bridging	peroxisome, membrane, cytoplasm	2570	peroxisome	-	-	
16	D	4	YHR133C	NSG1	-	Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; forms foci at the nuclear periphery upon DNA replication stress; relocalizes to the cytosol in response to hypoxia; homolog of mammalian INSIG proteins; NSG1 has a paralog, NSG2, that arose from the whole genome duplication	lipid metabolic process	unfolded protein binding	nucleus, membrane, endomembrane system, endoplasmic reticulum, cytoplasm	1900	nuclear periphery	-	-	
16	D	5	YEL006W	YEA6	NAD+ transporter|NDT2	Putative mitochondrial NAD+ transporter; member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog; YEA6 has a paralog, YIA6, that arose from the whole genome duplication	transmembrane transport, nucleobase-containing compound transport	other	membrane, mitochondrial envelope, mitochondrion, cytoplasm	1630	mitochondrion	-	-	
16	D	6	YDR313C	PIB1	phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase	RING-type ubiquitin ligase of the endosomal and vacuolar membranes; binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domain	protein modification by small protein conjugation or removal	transferase activity, lipid binding, ion binding	cytoplasmic vesicle, endomembrane system, vacuole, membrane, cytoplasm	195	"ambiguous,endosome"	-	-	
16	D	7	YBL069W	AST1	-	Lipid raft associated protein; interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane by influencing its incorporation into lipid rafts; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST1 has a paralog, AST2, that arose from the whole genome duplication	protein targeting	molecular_function	cytoplasmic vesicle, endomembrane system, membrane, Golgi apparatus, cytoplasm, plasma membrane	not visualized	"cytoplasm,nucleus"	-	-	
